isbn13,Stock,Price,Discount,VendorId,dist_id,Publisher,Weight
9789364288545,100,125.0,40.0,NA,304,Double 9 Publisher,0.0
9789360462840,1,299.0,40.0,NA,187,DOUBLE 9 BOOKS,0.0
9780972816434,2,3861.94,45.0,NA,245,ATLANTIC PATH PUBLISHING,0.0
9789358711974,100,199.0,50.0,NA,304,Double 9 Publisher,0.0
9789360462703,100,125.0,40.0,NA,304,Double 9 Publisher,0.0
9789360462840,100,299.0,50.0,NA,304,Double 9 Publisher,0.0
9789361426735,100,125.0,40.0,NA,304,Double 9 Publisher,0.0
9789364282338,100,149.0,40.0,NA,304,Double 9 Publisher,0.0
9780205359523,1,4341.0,40.0,NA,265,,0.0
9780709715023,1,799.0,40.0,NA,308,BROWN WATSON,0.0
9780323835824,15,8900.88,50.0,NA,389,,0.0
9781474206815,0,17075.3,42.5,NA,22,BLOOMSBURY ACADEMIC,0.0
9780304313730,1,2513.18,45.0,NA,245,CASSEL EDUCATIONAL LIMITED,0.0
9781035049462,300,1199.0,50.0,NA,17,PAN-MACMILLAN,0.0
9789358711875,100,99.0,40.0,NA,304,Double 9 Publisher,0.0
9789364289559,100,99.0,40.0,NA,304,Double 9 Publisher,0.0
9780443316081,0,8810.11,52.0,NA,389,,0.0
9789357484404,1,99.0,40.0,NA,187,DOUBLE 9 BOOKS,0.0
9789357484404,100,99.0,40.0,NA,304,Double 9 Publisher,0.0
9789357485050,100,99.0,40.0,NA,304,Double 9 Publisher,0.0
9789357485128,100,99.0,40.0,NA,304,Double 9 Publisher,0.0
9789358710564,100,175.0,40.0,NA,304,Double 9 Publisher,0.0
9789364280372,100,125.0,40.0,NA,304,Double 9 Publisher,0.0
9789360462925,100,199.0,40.0,NA,304,Double 9 Publisher,0.0
9789361420146,100,149.0,40.0,NA,304,Double 9 Publisher,0.0
9789361426759,100,175.0,40.0,NA,304,Double 9 Publisher,0.0
9789364286862,100,275.0,50.0,NA,304,Double 9 Publisher,0.0
9788183760157,5,575.0,50.0,NA,393,ABD PUBLISHERS,0.0
9781350415850,0,21612.8,42.5,NA,22,BLOOMSBURY,0.0
9789358017519,100,425.0,50.0,NA,304,Double 9 Publisher,0.0
9789361429415,100,249.0,50.0,NA,304,Double 9 Publisher,0.0
9789384568245,5,8500.0,50.0,NA,393,AGROTECH PRESS,0.0
9781903403044,0,9844.0,40.0,NA,22,FEDERAL TRUST FOR EDUCATION & RESEARCH,0.0
9789364282246,100,149.0,40.0,NA,304,Double 9 Publisher,0.0
9789364286312,100,99.0,40.0,NA,304,Double 9 Publisher,0.0
9789360463120,1,275.0,40.0,NA,187,DOUBLE 9 BOOKS,0.0
9789360463120,100,275.0,50.0,NA,304,Double 9 Publisher,0.0
9789364282062,100,225.0,40.0,NA,304,Double 9 Publisher,0.0
9789364289207,100,149.0,40.0,NA,304,Double 9 Publisher,0.0
9789385719448,1,895.0,50.0,NA,139,,0.5
9789357484565,1,499.0,40.0,NA,187,DOUBLE 9 BOOKS,0.0
9789357484565,100,499.0,50.0,NA,304,Double 9 Publisher,0.0
9789358016475,100,299.0,50.0,NA,304,Double 9 Publisher,0.0
9789361426148,100,199.0,40.0,NA,304,Double 9 Publisher,0.0
9788189473334,5,900.0,50.0,NA,393,OXFORD BOOK CO.,0.0
9789391524951,5,995.0,50.0,NA,421,,0.0
9781350301238,0,17075.3,42.5,NA,22,BLOOMSBURY,0.0
9780890541531,1,5664.77,45.0,NA,245,APS PRESS,0.0
9789358710427,100,225.0,50.0,NA,304,Double 9 Publisher,0.0
9789361426636,100,249.0,50.0,NA,304,Double 9 Publisher,0.0
9789364288507,100,775.0,50.0,NA,304,Double 9 Publisher,0.0
