isbn13,Stock,Price,Discount,VendorId,dist_id,Publisher,Weight
9789380179162,5,2495.0,50.0,NA,393,OXFORD BOOK CO.,0.0
9781914425066,0,2400.0,27.0,NA,30,NA,0.0
9789370030329,100,395.0,40.0,NA,86,RUPA PUBLICATIONS INDIA PVT LTD.,0.0
9789370030329,5,395.0,40.0,NA,181,,0.0
9780205653966,1,4016.0,40.0,NA,265,,0.0
9789357485173,100,325.0,50.0,NA,304,Double 9 Publisher,0.0
9789355293398,5,995.0,40.0,NA,392,,0.0
9789358011258,100,149.0,40.0,NA,304,Double 9 Publisher,0.0
9780395691786,2,8124.9,45.0,NA,245,HOUGHTON MIFFLIN COMPANY,0.0
9789361429736,100,275.0,50.0,NA,304,Double 9 Publisher,0.0
9789380179681,5,1500.0,50.0,NA,393,OXFORD BOOK CO.,0.0
9789360462819,100,249.0,50.0,NA,304,Double 9 Publisher,0.0
9789364288392,100,175.0,40.0,NA,304,Double 9 Publisher,0.0
9789364289665,100,149.0,40.0,NA,304,Double 9 Publisher,0.0
9789357484633,100,325.0,50.0,NA,304,Double 9 Publisher,0.0
9789364287906,100,149.0,40.0,NA,304,Double 9 Publisher,0.0
9788179752289,5,500.0,50.0,NA,421,,0.0
9781474206839,0,17075.3,42.5,NA,22,BLOOMSBURY,0.0
9789358017359,100,349.0,50.0,NA,304,Double 9 Publisher,0.0
9789361426025,100,225.0,50.0,NA,304,Double 9 Publisher,0.0
9789361429767,100,175.0,40.0,NA,304,Double 9 Publisher,0.0
9789364288729,100,125.0,40.0,NA,304,Double 9 Publisher,0.0
9789358018233,100,199.0,50.0,NA,304,Double 9 Publisher,0.0
9789358710267,100,99.0,40.0,NA,304,Double 9 Publisher,0.0
9789361426278,100,199.0,40.0,NA,304,Double 9 Publisher,0.0
9789355290847,5,695.0,50.0,NA,392,,0.0
9789358019261,100,149.0,40.0,NA,304,Double 9 Publisher,0.0
9789361429606,100,225.0,50.0,NA,304,Double 9 Publisher,0.0
9780443128950,15,10699.2,50.0,NA,389,,0.0
9781488915697,36,995.0,48.0,NA,414,HINKLER,0.0
9789948005094,0,8560.0,40.0,NA,22,THE EMIRATES CENTER FOR STRATEGIC STUDIES & RESEARCH,0.0
9788173201257,1,1950.0,40.0,NA,139,,0.5
9789361423925,100,99.0,40.0,NA,304,Double 9 Publisher,0.0
9789364281911,100,149.0,40.0,NA,304,Double 9 Publisher,0.0
9789361420306,100,175.0,40.0,NA,304,Double 9 Publisher,0.0
9789380833231,5,975.0,50.0,NA,408,,0.0
9781903403037,0,9844.0,40.0,NA,22,FEDERAL TRUST FOR EDUCATION & RESEARCH,0.0
9789241761024,1,14386.7,45.0,NA,245,WHO,0.0
9789364281720,100,149.0,40.0,NA,304,Double 9 Publisher,0.0
9789364286305,100,149.0,40.0,NA,304,Double 9 Publisher,0.0
9789391314927,5,295.0,40.0,NA,392,,0.0
9780747570349,0,1790.1,40.0,NA,22,BLOOMSBURY PUBLISHING,0.0
9789361424007,100,425.0,40.0,NA,304,Double 9 Publisher,0.0
9789364281249,100,149.0,40.0,NA,304,Double 9 Publisher,0.0
